uid,shift_mm
m7vh30qb,0.0
kern6yjm,0.0
k3tgmalw,0.0
vmb0idd0,0.0
wpj8yi34,0.0
0sqcnf9w,0.0
5n9c70pa,0.0
8jx54peg,0.0
jks4i2nr,0.0
1p02jyv6,0.0
yjoaoejv,0.0
9lhalckz,0.0
3vwlo7am,0.0
mpq0hzyj,0.0
b48wumh9,0.0
nklybwgm,0.0
p9a9uri7,0.0
ev4dh9ug,0.0
f10oo1pv,0.0
lnd581lt,0.0
o4rq3q7g,0.0
ktmqg6nx,4.0
9owwew9v,6.0
08liuqdn,0.0
05xt54fn,2.8284271247461903
5g77lk6h,4.898979485566356
qiv929se,0.0
vl7fq8ab,0.0
y595cpjz,0.0
e1xtar0k,0.0
o31nzsxp,0.0
efj31ego,0.0
m62hdxc6,0.0
rijkq2zu,0.0
v1fkhnnk,0.0
8fwrpk0z,0.0
fknwbhkv,0.0
jz09owgm,0.0
f4ln5rgs,0.0
g6a8mlik,0.0
22xmq664,0.0
42sihxod,0.0
lctt058c,0.0
uij0yxiy,0.0
qbvtdg3c,0.0
6scivuqt,0.0
2lwhedht,0.0
hruu5e51,0.0
h3wqa1vr,0.0
gss8k5ij,0.0
ulp98rl9,6.6332495807108
qfcpk7pw,0.0
tg21hslt,0.0
dkvuff12,0.0
4vf89x22,0.0
j7q4kfmm,0.0
0qpop1o8,0.0
m291azhz,0.0
knl2luhh,0.0
s4dilrzq,0.0
8bxy6rkv,0.0
ndxjn7de,0.0
0l1offkh,0.0
diu1jtka,0.0
1c2zl46q,0.0
5gqqlyzj,0.0
0aeoorbt,0.0
6sapbs22,0.0
ruw0u92t,0.0
24d7v911,0.0
pjq50xcx,4.47213595499958
msy3paua,4.898979485566356
3aipjiyl,0.0
qx1um55f,0.0
1hgav42t,0.0
8llihkpj,0.0
7hme6p4n,0.0
p00nqohn,0.0
3dg60e1e,0.0
rv0lg92m,0.0
jeqa2o4m,6.6332495807108
84p4k9dx,0.0
oq8jxlfi,0.0
uefz1c25,0.0
xnofg780,8.48528137423857
3g5dfrlw,0.0
6jl2l5b5,0.0
6bnvsfa6,0.0
d9er94te,0.0
vwlq6exn,0.0
wzr04hhe,0.0
7icdo5di,0.0
gxl9ysu5,8.246211251235321
1epxu7b6,0.0
nbhgfb2f,0.0
lurmw3uq,4.0
hwtek17m,0.0
6j3rtxym,0.0
scnx8eiq,0.0
etk5lp9c,0.0
5so79h4h,0.0
a0mvf4s2,0.0
ni8tndfw,6.0
w41f7v4k,0.0
88k686qe,6.324555320336759
7ajul7w8,0.0
cof3138i,0.0
2xog4c8j,0.0
6e07fpy1,0.0
aeldwqxk,0.0
e0qc96mj,0.0
9n6eqv5y,0.0
21id9vvn,0.0
5x48pw5k,0.0
0jjsp49c,0.0
d3irvxd2,0.0
zu4ns7nv,0.0
v28ue1my,0.0
6po0m24u,0.0
s73w1yau,0.0
a8d7204j,0.0
3m9iqbq9,0.0
j2h1tlom,0.0
344mw04i,0.0
3dzxlrgn,0.0
jzm3618l,0.0
eu6zu1to,0.0
zhdv5ojz,0.0
to7d835k,0.0
uc9pbtyj,0.0
r39iixha,0.0
iaw4otuo,0.0
4uw590z9,0.0
2jn67lm8,9.16515138991168
e49ite92,0.0
srl3vzzx,0.0
t9qubwrp,0.0
8guucm5f,0.0
yczu80zr,0.0
z79hqtyl,0.0
u58ftyla,4.898979485566356
vzme9wt0,0.0
0iv1ggxr,0.0
ed8u8noz,0.0
emdmz5rg,0.0
oi9wm1sa,6.324555320336759
v9cng8ta,0.0
na6u48gw,0.0
ghm56vu6,0.0
z5gf3bbt,0.0
873lkmgs,0.0
6rv9777t,7.483314773547883
nqetmni3,0.0
gom6736z,0.0
4dsxlsut,0.0
othlqh7p,0.0
pcaduvl9,0.0
11zsb8lv,0.0
6tx0tbkg,0.0
8b350sgn,0.0
z6d86zch,0.0
hxa7hy7a,4.47213595499958
i33993n4,0.0
bfiy5pu5,0.0
wh50jyoo,0.0
k63rvwoz,0.0
qxiwe6rg,0.0
l7jy7otk,0.0
ude358tr,0.0
e9qdi3g1,0.0
3iwpfvb7,0.0
1ghlu8m8,0.0
7mhxofkc,0.0
ggxp5cit,0.0
uf8cyotw,0.0
g7nfdinu,0.0
31eiwucx,0.0
67xkwq0y,0.0
wm9q7ftm,0.0
fwg895na,0.0
2fqztio4,0.0
m7pp0pnn,4.898979485566356
lo0hhgh5,2.8284271247461903
xw6t1oxh,0.0
fdxk31wb,4.47213595499958
htfnsgpy,0.0
8257ge0q,6.324555320336759
uz2z0kdn,0.0
upcj8mo7,0.0
65efuxq9,0.0
njc2goui,11.661903789690601
fezac2ex,3.4641016151377544
va5e742g,4.898979485566356
rrdnwt2f,0.0
es5cs9ui,18.2208671582886
14nijcp5,16.24807680927192
2ay7ov50,0.0
ew25x1fv,12.649110640673518
k1pbcd6f,0.0
xnoq37kt,6.324555320336759
ll8sn5yz,0.0
7vxuqdrm,2.8284271247461903
66uml3so,12.806248474865697
yntl2ug0,0.0
5wh23gxr,0.0
irjutfvj,14.696938456699069
839ag77q,0.0
9vjuhbp9,0.0
vrnegn2b,0.0
4jtj27yh,0.0
6uamwjpi,0.0
h33hw8d0,0.0
9jrd4hqf,0.0
ghdiluvn,8.246211251235321
hdczp0nw,0.0
ntj5r2sl,8.246211251235321
rw4vnzvz,10.770329614269007
n2hloiki,12.649110640673518
vqa7izq2,0.0
nmnr06dj,0.0
349n1d6d,0.0
zbc7qk4k,0.0
6ilsidbx,0.0
287gt76i,0.0
3hzcd3ge,0.0
q10f7ia4,6.0
1sascebf,0.0
e54ukigd,0.0
ix1cnaq2,8.48528137423857
yotos87m,0.0
vz01sosr,0.0
2hvnkvon,0.0
nlhapwf5,0.0
20xkiaip,5.656854249492381
rqq5qob8,4.898979485566356
67kbqnxp,0.0
vmsr75rm,10.954451150103322
g7f9fzja,0.0
hsao2qwk,0.0
bsepr1b2,0.0
0uc87nxp,6.324555320336759
0jf6dnob,0.0
k8hup3ft,0.0
j6ac4jrc,5.656854249492381
948ju63l,0.0
xsy4vy32,0.0
i3pj7k99,0.0
bv2j3t4h,6.6332495807108
8qfdtn0p,0.0
p3frb7ei,0.0
5r8vo4kv,2.8284271247461903
fflncc2a,7.211102550927978
trd83x9a,0.0
ge9ny3mu,6.324555320336759
b6lbu9w3,0.0
ggo9dvws,0.0
3kcvjxzd,4.0
vyb4xz3m,0.0
